,sentence,tokens,tags,Indicator
63,"At 09:30, the token zxcvbnmlkjhgfdsaqwertyuiop_123456789 was transmitted from 172.16.0.30 at the Microsoft campus.","['At', '09:30', ',', 'the', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop_123456789', 'was', 'transmitted', 'from', '172.16.0.30', 'at', 'the', 'Microsoft', 'campus', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",
0,"Yesterday, the token 4n8v7r-p0lq9x3zjksdfgwas12qweru was traced back to the IP 203.0.113.45 in New York City under the supervision of NASA.","['Yesterday', ',', 'the', 'token', '4n8v7r-p0lq9x3zjksdfgwas12qweru', 'was', 'traced', 'back', 'to', 'the', 'IP', '203.0.113.45', 'in', 'New', 'York', 'City', 'under', 'the', 'supervision', 'of', 'NASA', '.']","['B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'B-org', 'O']",
1,Dr. Maria Gonzales sent the encrypted token mnbvcxzlkjhgfdsapoiuytrewq1234567890_- to 192.168.0.101 during the conference in San Francisco at 10:00 AM.,"['Dr.', 'Maria', 'Gonzales', 'sent', 'the', 'encrypted', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890_-', 'to', '192.168.0.101', 'during', 'the', 'conference', 'in', 'San', 'Francisco', 'at', '10:00', 'AM', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-tim', 'I-tim', 'O']",
2,"At 14:30, the irregular token qwe_1234poiuy_asdfghjklzxcvbnm0987654321 was found active on 10.10.10.10 in London during the summit organized by the UN.","['At', '14:30', ',', 'the', 'irregular', 'token', 'qwe_1234poiuy_asdfghjklzxcvbnm0987654321', 'was', 'found', 'active', 'on', '10.10.10.10', 'in', 'London', 'during', 'the', 'summit', 'organized', 'by', 'the', 'UN', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']",
3,Elena and her team at OpenAI decoded token zxcvbnm_1234567890poiuytrewqasdfghjk-lkjhgfdsapoiuyt from the IP 172.217.14.206 right before sunset.,"['Elena', 'and', 'her', 'team', 'at', 'OpenAI', 'decoded', 'token', 'zxcvbnm_1234567890poiuytrewqasdfghjk-lkjhgfdsapoiuyt', 'from', 'the', 'IP', '172.217.14.206', 'right', 'before', 'sunset', '.']","['B-per', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",
4,The hacker with token p0iuytrewqasdfghjklzxcvbnm_0987654321 accessed 2607:f8b0:4005:805::200e during the New Year's Eve party in Berlin.,"['The', 'hacker', 'with', 'token', 'p0iuytrewqasdfghjklzxcvbnm_0987654321', 'accessed', '2607:f8b0:4005:805::200e', 'during', 'the', 'New', 'Year', ""'s"", 'Eve', 'party', 'in', 'Berlin', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-geo', 'O']",
5,Professor Alan Turing shared token 1qaz2wsx3edc4rfv5tgb6yhn7ujm8iklop with the server at 198.51.100.23 during the AI workshop in Tokyo.,"['Professor', 'Alan', 'Turing', 'shared', 'token', '1qaz2wsx3edc4rfv5tgb6yhn7ujm8iklop', 'with', 'the', 'server', 'at', '198.51.100.23', 'during', 'the', 'AI', 'workshop', 'in', 'Tokyo', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']",
6,"During the meeting at Microsoft, agent 7yhnm9o8ik7uj6b5v4c3x2z1qaswedrfgt_token sent data from 172.31.255.255 on Friday.","['During', 'the', 'meeting', 'at', 'Microsoft', ',', 'agent', '7yhnm9o8ik7uj6b5v4c3x2z1qaswedrfgt_token', 'sent', 'data', 'from', '172.31.255.255', 'on', 'Friday', '.']","['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",
7,"At 08:45 AM, the system logged token edc_vfr4321_tgbnhy65ujmki87olp09qasxsw2edc from 10.0.0.1 located in Paris.","['At', '08:45', 'AM', ',', 'the', 'system', 'logged', 'token', 'edc_vfr4321_tgbnhy65ujmki87olp09qasxsw2edc', 'from', '10.0.0.1', 'located', 'in', 'Paris', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O']",
8,Angela Merkel reviewed the token 5ujmki87olp09qasxsw2edc_vfr4321_tgbnhy65 on IP 2404:6800:4008:0800:0000:0000:0000:200e in Berlin at noon.,"['Angela', 'Merkel', 'reviewed', 'the', 'token', '5ujmki87olp09qasxsw2edc_vfr4321_tgbnhy65', 'on', 'IP', '2404:6800:4008:0800:0000:0000:0000:200e', 'in', 'Berlin', 'at', 'noon', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'B-tim', 'O']",
9,"During the launch event in Seattle, token asdfghjklpoiuytrewq0987654321-zxcvbnm was transmitted from 198.18.0.1 by SpaceX.","['During', 'the', 'launch', 'event', 'in', 'Seattle', ',', 'token', 'asdfghjklpoiuytrewq0987654321-zxcvbnm', 'was', 'transmitted', 'from', '198.18.0.1', 'by', 'SpaceX', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",
10,Jack and Jill used token qazwsxedcrfvtgbyhnujmikolp1234567890 to access 172.20.10.5 during the early morning in Toronto.,"['Jack', 'and', 'Jill', 'used', 'token', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'to', 'access', '172.20.10.5', 'during', 'the', 'early', 'morning', 'in', 'Toronto', '.']","['B-per', 'O', 'B-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-geo', 'O']",
11,The token 1q2w3e4r5t6y7u8i9o0p_lkjhgfdsazxcvbnm was found suspicious after connecting from 203.0.113.77 during the 2023 Tech Summit in Dubai.,"['The', 'token', '1q2w3e4r5t6y7u8i9o0p_lkjhgfdsazxcvbnm', 'was', 'found', 'suspicious', 'after', 'connecting', 'from', '203.0.113.77', 'during', 'the', '2023', 'Tech', 'Summit', 'in', 'Dubai', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O']",
12,"During Monday's briefing, Dr. Smith received token plmoknijbuhvygctfxrdzeswaq1234567890 from 8.8.8.8 in Washington D.C.","['During', 'Monday', ""'s"", 'briefing', ',', 'Dr.', 'Smith', 'received', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'from', '8.8.8.8', 'in', 'Washington', 'D.C.', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",
13,"The CEO of Tesla, Elon Musk, uploaded token qazxswedcvfrtgbnhyujmikolp9876543210 to server 192.0.2.146 just before midnight.","['The', 'CEO', 'of', 'Tesla', ',', 'Elon', 'Musk', ',', 'uploaded', 'token', 'qazxswedcvfrtgbnhyujmikolp9876543210', 'to', 'server', '192.0.2.146', 'just', 'before', 'midnight', '.']","['O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",
14,The encrypted token 0poiuytrewqasdfghjklmnbvcxz_1234567890 was traced back to the IP 2400:cb00:2048:1::c629:d7a2 in Houston last night.,"['The', 'encrypted', 'token', '0poiuytrewqasdfghjklmnbvcxz_1234567890', 'was', 'traced', 'back', 'to', 'the', 'IP', '2400:cb00:2048:1::c629:d7a2', 'in', 'Houston', 'last', 'night', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'B-tim', 'I-tim', 'O']",
15,"On Sunday, the token 9ol8ik7ujm6n5b4v3c21qaswdezx_cfvgbhn was used to access 192.168.100.100 in Madrid for the annual festival.","['On', 'Sunday', ',', 'the', 'token', '9ol8ik7ujm6n5b4v3c21qaswdezx_cfvgbhn', 'was', 'used', 'to', 'access', '192.168.100.100', 'in', 'Madrid', 'for', 'the', 'annual', 'festival', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']",
16,Google's server at 2606:4700:4700::1111 received token asdf1234qwer5678zxcv0987tyui6543oplkjhgfd during the product launch in Sydney.,"['Google', ""'s"", 'server', 'at', '2606:4700:4700::1111', 'received', 'token', 'asdf1234qwer5678zxcv0987tyui6543oplkjhgfd', 'during', 'the', 'product', 'launch', 'in', 'Sydney', '.']","['B-org', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']",
17,"At 22:00 hours, the token lkjhgfdsaqwertyuiopzxcvbnm0987654321 was detected from IP 198.51.100.14 in Rome.","['At', '22:00', 'hours', ',', 'the', 'token', 'lkjhgfdsaqwertyuiopzxcvbnm0987654321', 'was', 'detected', 'from', 'IP', '198.51.100.14', 'in', 'Rome', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
18,Microsoft employees used token qwertyuiopasdfghjklzxcvbnm_1234567890 to login from 172.16.254.1 during the workshop in Chicago.,"['Microsoft', 'employees', 'used', 'token', 'qwertyuiopasdfghjklzxcvbnm_1234567890', 'to', 'login', 'from', '172.16.254.1', 'during', 'the', 'workshop', 'in', 'Chicago', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",
19,"At dawn, the token mnbvcxzasdfghjklpoiuytrewq_0987654321 was active on the server 10.255.255.10 in Amsterdam.","['At', 'dawn', ',', 'the', 'token', 'mnbvcxzasdfghjklpoiuytrewq_0987654321', 'was', 'active', 'on', 'the', 'server', '10.255.255.10', 'in', 'Amsterdam', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
20,Jessica Pearson transferred token qazxswedcvfrtgbnhyujmikolp1234567890 from 192.168.1.254 to the New York office.,"['Jessica', 'Pearson', 'transferred', 'token', 'qazxswedcvfrtgbnhyujmikolp1234567890', 'from', '192.168.1.254', 'to', 'the', 'New', 'York', 'office', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
21,The token poiuytrewqasdfghjklmnbvcxz1234567890-0987 was traced from the IP 203.0.113.5 during the Berlin conference at 3 PM.,"['The', 'token', 'poiuytrewqasdfghjklmnbvcxz1234567890-0987', 'was', 'traced', 'from', 'the', 'IP', '203.0.113.5', 'during', 'the', 'Berlin', 'conference', 'at', '3', 'PM', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'I-tim', 'O']",
22,"During the evening, token 9876543210poiuytrewqlkjhgfdsazxcvbnm was active on IPv6 2001:db8::8a2e:370:7334 in Madrid.","['During', 'the', 'evening', ',', 'token', '9876543210poiuytrewqlkjhgfdsazxcvbnm', 'was', 'active', 'on', 'IPv6', '2001:db8::8a2e:370:7334', 'in', 'Madrid', '.']","['O', 'O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
23,Dr. John Watson logged the token asdfghjklzxcvbnmqwertyuiop1234567890 from 10.1.1.1 during the London seminar.,"['Dr.', 'John', 'Watson', 'logged', 'the', 'token', 'asdfghjklzxcvbnmqwertyuiop1234567890', 'from', '10.1.1.1', 'during', 'the', 'London', 'seminar', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
24,Facebook's database received token 1234567890poiuytrewqlkjhgfdsazxcvbnm from IP 198.51.100.200 at 5 PM.,"['Facebook', ""'s"", 'database', 'received', 'token', '1234567890poiuytrewqlkjhgfdsazxcvbnm', 'from', 'IP', '198.51.100.200', 'at', '5', 'PM', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'I-tim', 'O']",
25,The mysterious token poiuytrewqasdfghjklmnbvcxz0987654321 was traced to 172.16.0.5 in Dubai on Tuesday.,"['The', 'mysterious', 'token', 'poiuytrewqasdfghjklmnbvcxz0987654321', 'was', 'traced', 'to', '172.16.0.5', 'in', 'Dubai', 'on', 'Tuesday', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'B-tim', 'O']",
26,IBM's security flagged token qwertyuiopasdfghjklzxcvbnm1234567890 as suspicious from IPv6 2606:4700:4700::1111 during the New York meeting.,"['IBM', ""'s"", 'security', 'flagged', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'as', 'suspicious', 'from', 'IPv6', '2606:4700:4700::1111', 'during', 'the', 'New', 'York', 'meeting', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
27,The hacker used token zxcvbnmlkjhgfdsaqwertyuiop0987654321 on 192.0.2.1 during the Berlin summit at 9 AM.,"['The', 'hacker', 'used', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop0987654321', 'on', '192.0.2.1', 'during', 'the', 'Berlin', 'summit', 'at', '9', 'AM', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'I-tim', 'O']",
28,NASA's satellite received token plmoknijbuhvygctfxrdzeswaq1234567890 from IP 203.0.113.99 yesterday.,"['NASA', ""'s"", 'satellite', 'received', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'from', 'IP', '203.0.113.99', 'yesterday', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'B-tim', 'O']",
29,The encrypted token qazwsxedcrfvtgbyhnujmikolp0987654321 was traced back to IPv6 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in Paris.,"['The', 'encrypted', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'traced', 'back', 'to', 'IPv6', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'in', 'Paris', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
30,"During the 8 AM briefing, token wsxedcrfvbgtyhnujmikolp1234567890 was detected from 192.168.10.10 in New Delhi.","['During', 'the', '8', 'AM', 'briefing', ',', 'token', 'wsxedcrfvbgtyhnujmikolp1234567890', 'was', 'detected', 'from', '192.168.10.10', 'in', 'New', 'Delhi', '.']","['O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",
31,Sundar Pichai uploaded token poiuytrewqlkjhgfdsamnbvcxz0987654321 to Google's server at 172.217.11.14.,"['Sundar', 'Pichai', 'uploaded', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'to', 'Google', ""'s"", 'server', 'at', '172.217.11.14', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-org', 'O', 'O', 'O', 'B-IP', 'O']",
32,The token 0987poiuytrewqasdfghjklmnbvcxz1234567890 was traced from IP 10.10.1.1 during the Paris meeting.,"['The', 'token', '0987poiuytrewqasdfghjklmnbvcxz1234567890', 'was', 'traced', 'from', 'IP', '10.10.1.1', 'during', 'the', 'Paris', 'meeting', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
33,"At 03:45 PM, token zxcvbnmlkjhgfdsaqwertyuiop1234567890 was active on 203.0.113.7 in Los Angeles.","['At', '03:45', 'PM', ',', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop1234567890', 'was', 'active', 'on', '203.0.113.7', 'in', 'Los', 'Angeles', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",
34,Elon Musk's token qazxswedcvfrtgbnhyujmikolp0987654321 was logged from 2001:db8:85a3::8a2e:370:7334 during the Tesla event.,"['Elon', 'Musk', ""'s"", 'token', 'qazxswedcvfrtgbnhyujmikolp0987654321', 'was', 'logged', 'from', '2001:db8:85a3::8a2e:370:7334', 'during', 'the', 'Tesla', 'event', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",
35,The token plmoknijbuhvygctfxrdzeswaq1234567890 was traced to 192.0.2.50 during the conference in Berlin.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'traced', 'to', '192.0.2.50', 'during', 'the', 'conference', 'in', 'Berlin', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",
36,"During the summer festival in Rome, token qazwsxedcrfvtgbyhnujmikolp0987654321 was active from IP 172.16.0.100.","['During', 'the', 'summer', 'festival', 'in', 'Rome', ',', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'active', 'from', 'IP', '172.16.0.100', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",
37,Angela Merkel's token zxcvbnmlkjhgfdsaqwertyuiop0987654321 was found on 198.51.100.199 during the Berlin summit.,"['Angela', 'Merkel', ""'s"", 'token', 'zxcvbnmlkjhgfdsaqwertyuiop0987654321', 'was', 'found', 'on', '198.51.100.199', 'during', 'the', 'Berlin', 'summit', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
38,The token qwertyuiopasdfghjklzxcvbnm0987654321 was transmitted from 10.0.0.254 to the New York office.,"['The', 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'was', 'transmitted', 'from', '10.0.0.254', 'to', 'the', 'New', 'York', 'office', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
39,IBM's token asdfghjklpoiuytrewq0987654321 was traced back to IPv6 2606:4700:4700::1111 during the San Francisco conference.,"['IBM', ""'s"", 'token', 'asdfghjklpoiuytrewq0987654321', 'was', 'traced', 'back', 'to', 'IPv6', '2606:4700:4700::1111', 'during', 'the', 'San', 'Francisco', 'conference', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
40,"During the early hours, token poiuytrewqlkjhgfdsamnbvcxz0987654321 was detected on 192.168.1.100 in Tokyo.","['During', 'the', 'early', 'hours', ',', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'detected', 'on', '192.168.1.100', 'in', 'Tokyo', '.']","['O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
41,Mark Zuckerberg uploaded token qazxswedcvfrtgbnhyujmikolp1234567890 from 172.217.6.206 during the Facebook event.,"['Mark', 'Zuckerberg', 'uploaded', 'token', 'qazxswedcvfrtgbnhyujmikolp1234567890', 'from', '172.217.6.206', 'during', 'the', 'Facebook', 'event', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",
42,The token plmoknijbuhvygctfxrdzeswaq1234567890 was traced back to 203.0.113.200 during the Paris summit.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'traced', 'back', 'to', '203.0.113.200', 'during', 'the', 'Paris', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
43,"On Friday morning, token qazwsxedcrfvtgbyhnujmikolp0987654321 was detected on IPv6 2001:db8::8a2e:370:7334 in Madrid.","['On', 'Friday', 'morning', ',', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'detected', 'on', 'IPv6', '2001:db8::8a2e:370:7334', 'in', 'Madrid', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
44,Dr. Helen Cho received token asdfghjklzxcvbnmpoiuytrewq1234567890 from 10.10.10.10 during the Seoul seminar.,"['Dr.', 'Helen', 'Cho', 'received', 'token', 'asdfghjklzxcvbnmpoiuytrewq1234567890', 'from', '10.10.10.10', 'during', 'the', 'Seoul', 'seminar', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
45,Google's token zxcvbnmlkjhgfdsaqwertyuiop0987654321 was traced to IPv4 8.8.8.8 during the New York conference.,"['Google', ""'s"", 'token', 'zxcvbnmlkjhgfdsaqwertyuiop0987654321', 'was', 'traced', 'to', 'IPv4', '8.8.8.8', 'during', 'the', 'New', 'York', 'conference', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
46,"At 11:00 AM, token qwertyuiopasdfghjklzxcvbnm0987654321 was active on 192.168.0.254 in San Francisco.","['At', '11:00', 'AM', ',', 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'was', 'active', 'on', '192.168.0.254', 'in', 'San', 'Francisco', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",
47,Elon Musk's token plmoknijbuhvygctfxrdzeswaq1234567890 was logged from 2001:0db8:85a3:0000:0000:8a2e:0370:7334 during the SpaceX launch.,"['Elon', 'Musk', ""'s"", 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'logged', 'from', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'during', 'the', 'SpaceX', 'launch', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",
48,The token qazxswedcvfrtgbnhyujmikolp0987654321 was traced back to 192.0.2.100 during the London summit.,"['The', 'token', 'qazxswedcvfrtgbnhyujmikolp0987654321', 'was', 'traced', 'back', 'to', '192.0.2.100', 'during', 'the', 'London', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
49,"During the night, token wsxedcrfvbgtyhnujmikolp1234567890 was detected on IPv6 2606:4700:4700::1111 in Amsterdam.","['During', 'the', 'night', ',', 'token', 'wsxedcrfvbgtyhnujmikolp1234567890', 'was', 'detected', 'on', 'IPv6', '2606:4700:4700::1111', 'in', 'Amsterdam', '.']","['O', 'O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
50,Jessica Pearson transferred token poiuytrewqlkjhgfdsamnbvcxz0987654321 from 172.16.0.200 to the New York office.,"['Jessica', 'Pearson', 'transferred', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'from', '172.16.0.200', 'to', 'the', 'New', 'York', 'office', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
51,The token 9876543210poiuytrewqlkjhgfdsazxcvbnm was traced from IP 203.0.113.250 during the Dubai summit.,"['The', 'token', '9876543210poiuytrewqlkjhgfdsazxcvbnm', 'was', 'traced', 'from', 'IP', '203.0.113.250', 'during', 'the', 'Dubai', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",
52,IBM's token asdfghjklpoiuytrewq0987654321 was traced back to IPv6 2001:db8::8a2e:370:7334 during the San Francisco conference.,"['IBM', ""'s"", 'token', 'asdfghjklpoiuytrewq0987654321', 'was', 'traced', 'back', 'to', 'IPv6', '2001:db8::8a2e:370:7334', 'during', 'the', 'San', 'Francisco', 'conference', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",
53,"During the evening, token poiuytrewqlkjhgfdsamnbvcxz0987654321 was detected on 192.168.1.101 in Tokyo.","['During', 'the', 'evening', ',', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'detected', 'on', '192.168.1.101', 'in', 'Tokyo', '.']","['O', 'O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",
54,Mark Zuckerberg uploaded token qazxswedcvfrtgbnhyujmikolp1234567890 from 172.217.11.14 during the Facebook event.,"['Mark', 'Zuckerberg', 'uploaded', 'token', 'qazxswedcvfrtgbnhyujmikolp1234567890', 'from', '172.217.11.14', 'during', 'the', 'Facebook', 'event', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",
0,"Yesterday at 14:30, the user x9fhd7s8u3kds4l0pqe2jwz8n1r_vx7 sent a request from 192.168.100.200 to the New York branch of Acme Corp.","['Yesterday', 'at', '14:30', ',', 'the', 'user', 'x9fhd7s8u3kds4l0pqe2jwz8n1r_vx7', 'sent', 'a', 'request', 'from', '192.168.100.200', 'to', 'the', 'New', 'York', 'branch', 'of', 'Acme', 'Corp', '.']","['B-tim', 'O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-org', 'I-org', 'O']",
1,"At 09:15 AM, the token 4ghjk8v3l9qpo_7xzdwye5mnb was logged in from 10.0.0.45 at Google's Seattle office.","['At', '09:15', 'AM', ',', 'the', 'token', '4ghjk8v3l9qpo_7xzdwye5mnb', 'was', 'logged', 'in', 'from', '10.0.0.45', 'at', 'Google', ""'s"", 'Seattle', 'office', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'B-gpe', 'O', 'O']",
